,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
463,1,TUE00132,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT",1265.09,432.3,432.3,1265.09
464,10,P114Q1H90412,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",900.69,0.0,396.54,9006.9
465,1,TUS00119,"TUB INOX 5/16""ØX70CM 600W 127V RECTA",527.0,48.21,48.21,527.0
466,9,TUA00087,TUB ALETADA Ø 1/2 X 13 1/2 2000 W 220 V,1241.0,318.83,318.83,11169.0
467,1,TUE00345,"TUB INOX 5/16""ØX27CM 2100W230V ""L"" PLACA",1120.69,133.09,133.09,1120.69
468,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",780.0,160.64,160.64,4680.0
469,1,TJ00090,"TER J 1/4""ØX5"" CON 1/2""-1/2""NPT C/MARINA",867.03,0.0,403.47,867.03
470,1,TUE00351,"TUB INOX 5/16""ØX177MMØ 1900W220V PAR 9O°",940.0,0.0,148.76,940.0
471,1,TUE00352,"TUB INOX 5/16""ØX177MMØ 1900W220V PARRILL",940.0,0.0,148.76,940.0
472,25,E1041968,"TUB INOX 1/4""ØX27"" 300W 230V",164.14,0.0,111.17,4103.6
473,1,RP00183,REPARACION DE SECADOR 460W 120V,907.0,7.6,7.6,907.0
474,1,RP00137,REPARACION BANDA S/BLINDAJE 1068W 120V,659.6,107.68,107.68,659.6
475,3,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,0.0,647.84,4717.35
476,4,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,50.54,50.54,1240.0
477,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,493.68,493.68,6460.0
478,1,RC00027,"RC 1/2""ØX40CM 650W127V T/TORNILLO",760.25,0.0,123.23,760.25
479,1,TUE00172,"TUB INOX 1/2""ØX670MM 22.5W480V BRIDA 6""",23995.24,4045.07,4045.07,23995.24
480,2,PT00082,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI",2625.5,1214.3,1214.3,5251.0
481,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,145.0,0.0,67.57,290.0
482,1,TUE00350,"TUB INOX 7/16""ØX307MMX50MM 800W220V BUSH",1035.0,223.66,223.66,1035.0
483,2,BN00252,BN INOX 46MMØX122MM 600W220V EXT30CM ALL,612.0,183.93,183.93,1224.0
484,5,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,333.44,333.44,4125.0
485,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",1529.69,842.74,842.74,3059.38
486,6,TEA00099,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT",703.45,217.64,217.64,4220.7
487,1,BC00027,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ,2750.0,797.54,797.54,2750.0
488,3,TUA00099,"TUB ""U""7/16""ØX835mm EN BRIDA3""18KW440V.",3349.0,1319.75,1319.75,10047.0
489,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,110.0,42.79,42.79,110.0
490,3,CM10D2025A00,CAM INOX 10MMØX50MM 250W 240V EXT30CM,435.97,67.31,67.31,1307.91
491,2,CM10D2030A00,CAM INOX 10MMØX50MM 300W 240V EXT30CM,491.03,67.21,67.21,982.06
492,2,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,180.0,86.23,86.23,360.0
493,1,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",163.0,48.49,48.49,163.0
494,1,BL00055,BAN M/LUNA 208MMØX257MM 1350W127V EXT30,676.72,0.0,213.87,676.72
495,1,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",1000.0,0.0,48.85,1000.0
496,3,TJ00043,"TER J 1/4""Ø x3 1/2"" LONG EXT.1MT ZAP/ESP",1000.0,0.0,48.85,3000.0
497,10,TUS00003,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U""""",695.2,46.14,46.14,6952.0
498,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,220.0,220.0,462.0
499,20,E1041960,"TUB INOX 1/4""ØX90"" 1350W 230V",243.82,0.0,210.95,4876.39
500,1,CS14E1020A00,"CAS INOX 1/4""ØX2 1/2"" 200W 127V EXT30CM",468.1,28.9,28.9,468.1
501,2,P231F1H6AB00,"PT-100 3/16""ØX4"" CON1/2""-1/2"" NPT EXT5MT",1395.35,671.48,671.48,2790.7
502,3,TUA00079,"TUB INOX ALETADA 1/2""Øx30CMS 1000W 480V",1037.1,249.07,249.07,3111.3
503,18,TUE00319,"TUB INCOLOY 7/16""ØX305CM 2300W380V ESPEC",4150.0,714.2,714.2,74700.0
504,6,TUE00248,"TUB INOX 5/16""ØX248MM CLIP 2400W 220V",780.0,160.64,160.64,4680.0
505,10,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,250.0,72.37,72.37,2500.0
506,4,BO00059,BOB 8020 CAL.22 2.8MMØX2.3MTS 1800W 240V,1274.14,199.22,199.22,5096.56
507,2,CAE00039,"CAE INOX 3/4""ØX39CM 1800W240V 30CM CON1""",1529.69,842.74,842.74,3059.38
508,2,TUA00412,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8",805.0,143.09,143.09,1610.0
509,1,TUA00440,"TUB INOX 7/16""ØX150MM 600W120V M PLAQ",812.0,0.0,148.02,812.0
510,1,TUS00120,"TUB INOX 1/4""ØX50CM 500W127V RECTA T/BAN",587.0,0.0,38.92,587.0
511,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.45,51.36,51.36,306.9
512,2,TUA00124,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V",1572.45,517.64,517.64,3144.9
513,1,RM00038,FAB RESISTENCIAS 11520W 480V EN BASE GAL,7402.72,0.0,921.37,7402.72
514,2,TUA00376,"TUB INOX 1/2""ØX147CM 35KW480V 2 1/2"" NPT",7133.17,2935.26,2935.26,14266.34
515,5,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,76.46,76.46,1035.0
516,1,TUS00048,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",622.0,36.0,36.0,622.0
517,1,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,67.21,67.21,1208.25
518,3,TP00011,TIRA ALETADA 38MMX760MM 1960W230V T/TOR,2600.0,509.98,509.98,7800.0
519,5,TUE00261,"TUB INOX 3/8""ØX395MM CIR/ALETA 8500W230V",6300.0,694.6,694.6,31500.0
520,2,TUA00437,"TUB INOX 1/2""ØX246MM 3000W480V ""M"" BUSH",985.0,0.0,242.78,1970.0
521,1,TUE00336,"TUB INOX 7/16""ØX40.5CM 15KW240V PLA/ESP",3837.4,0.0,722.34,3837.4
522,5,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,0.0,518.59,4893.0
523,2,PA00001,"P.CUARZO 19""LARGOx10"" ANCHO 5KW 480V",6900.0,3624.09,3624.09,13800.0
524,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",420.69,144.4,144.4,420.69
525,1,BP00261,BAN P INOX 258MMX385MM 3000W220V EXT3MT,1756.0,841.63,841.63,1756.0
526,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,0.0,567.27,1697.71
527,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,485.0
528,2,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",398.0,50.54,50.54,796.0
529,12,CAE00040,"CAE INOX 5/8""ØX73CM 2400W 240V RON/EXT1M",1022.0,0.0,333.2,12264.0
530,2,TUE00034,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA""",2497.0,504.53,504.53,4994.0
531,7,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,0.0,374.14,6832.0
532,4,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,852.37,852.37,12213.0
533,35,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,335.51,335.51,51635.5
534,10,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,0.0,791.1,30532.5
535,1,TUE00344,"TUB INOX 1/2""ØX20""Ø 7000W240V ESPIRAL/BU",3395.0,0.0,928.07,3395.0
536,10,CS38C1008A00,"CAS INOX 3/8""ØX1 1/2"" 80W 127V EXT.30CM",488.62,0.0,61.88,4886.2
537,2,BB00095,BB INOX 40MMØX80MM 400W 240V EXT.30CM,366.0,42.99,42.99,732.0
538,2,PT31B1D5A400,"TER T 3/16""ØX1 1/2"" EXT 1M TEFON/MALLA",276.91,11.02,11.02,553.82
539,6,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,76.74,76.74,1242.0
540,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0,222.0,732.0
541,1,RM00022,BOBINA 8020 44MMX180MM 150W220V AIS/CERA,427.0,33.79,33.79,427.0
542,2,TK00062,ELEMENTO K CAL.8X131.6MM CERAM/BLOCK CER,514.25,112.64,112.64,1028.5
543,5,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,2425.0
544,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",310.0,50.54,50.54,310.0
545,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",893.0,72.34,72.34,893.0
546,17,E1041960,"TUB INOX 1/4""ØX90"" 1350W 230V",244.02,210.95,210.95,4148.34
547,4,TUA00021,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,0.0,1168.41,11581.88
548,4,TUA00009,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP",2186.0,1048.4,1048.4,8744.0
549,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.12,42.79,42.79,120.12
550,6,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,0.0,319.29,13065.0
551,2,BN00254,BAN A/COMUN 165MMØX60MM 800W 254/440V,623.2,0.0,145.86,1246.4
552,10,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",330.85,0.0,98.63,3308.5
553,1,TUA00441,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA",2044.2,0.0,406.12,2044.2
554,1,BP00215,BAN P COMUN 45MMX390MM 1200W240V B/CERAM,648.3,97.53,97.53,648.3
555,1,RP00191,REPARACION TERMINALES BANDA 1500W 220V,419.0,10.7,10.7,419.0
556,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",225.0,0.0,98.63,225.0
557,1,RC00013,"RC 1/2""ØX38.5CM 600W 120V T/TORNILLO CER",734.5,0.0,136.98,734.5
558,2,EE00021,FABRICACION DE CRISOL 500W 127V 50-60HZ,13800.0,2227.85,2227.85,27600.0
559,2,TUA00442,"TUB INOX 1/2""ØX25CM 1500W 127V ""M"" C/BUS",1158.19,305.31,305.31,2316.38
560,15,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",207.0,90.91,90.91,3105.0
561,1,RP00195,REPARACION PORTA MATRAZ 1035W 115V,634.5,42.35,42.35,634.5
562,4,RM00022,BOBINA 8020 44MMX180MM 150W220V AIS/CERA,427.0,33.79,33.79,1708.0
563,1,RP00194,REPARACIÓN DE SELLADORA 30CM 146W 120V,301.07,3.8,3.8,301.07
564,1,TUA00443,"TUB INOX 7/16""ØX268MM 4KW270V 4 CLIP/PLA",1306.03,344.32,344.32,1306.03
565,20,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,131.87,131.87,7100.0
566,6,RC00012,"RC 1/2""Ø X 34"" LONG 1000W 12OV TE/GANCHO",1450.0,224.13,224.13,8700.0
567,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.95,200.3,200.3,999.95
568,5,EE00055,"FAB  DE TERMOPOZO 1/4""ØX22CM EN PLACA",410.0,0.0,113.06,2050.0
569,1,TEA00096,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI",2200.0,773.91,773.91,2200.0
570,5,PT00083,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA,978.6,477.85,477.85,4893.0
571,5,TEA00100,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV,732.0,136.25,136.25,3660.0
572,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.82,62.82,153.25
573,1,CS12D2040A01,"CAS INOX 1/2""ØX2"" 400W 240V EXT.1MT",663.88,101.4,101.4,663.88
574,1,TUA00439,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ",2025.2,0.0,483.67,2025.2
575,6,TEA00099,"TEA K OJILLOX3MTS CON 1/2""-1/2""NPT",703.45,217.64,217.64,4220.7
576,5,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",488.0,0.0,144.4,2440.0
577,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.45,62.82,62.82,306.9
578,10,TJ00063,"TER J 3/16""ØX45MM LONG EXT.1MTLONG MALLA",994.0,0.0,46.17,9940.0
579,5,PK31A1I1A000,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA",551.25,0.0,286.82,2756.25
580,2,BC00027,BC PLANA 132MMX280MM 2000W240V OCTAGO-TJ,2750.0,797.54,797.54,5500.0
581,2,BB00101,BB INOX 40MMØX51MM 300W 240V EXT.30CM,475.0,36.52,36.52,950.0
582,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,701.72,701.72,2278.45
583,4,CAE00011,"CAE 9.4MMØx2""LONG ESC90°150W 220V Ext22""",375.0,88.03,88.03,1500.0
584,1,RP00197,REPARACION DE HORNO 7000W 220V,6273.0,1368.31,1368.31,6273.0
585,1,TUS00121,"TUB INOX 7/16""ØX30CM 300W127V RECTA/CERA",532.76,33.75,33.75,532.76
586,1,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,605.4,80.09,80.09,605.4
587,2,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63,227.18,227.18,1379.26
588,1,RP00196,REPARACION EQUIPO COCINA 5000W 22OV,13776.88,0.0,5301.49,13776.88
589,2,CS58M2050A11,"CAS INOX 5/8""ØX7"" 500W220V EXT.1MT MALLA",933.85,172.13,172.13,1867.7
590,2,PJ000GE1A400,"TER J OJILLO 3/16""Ø EXT1.5MTS MALLA/RESO",335.0,58.36,58.36,670.0
591,1,TP00021,"TIRA P INOX 8 7/8""ØX11/2"" 1950W240V ALET",1944.0,0.0,330.09,1944.0
592,1,TP00022,"TIRA P INOX 12 1/2""ØX11/2"" 3100W240V ALE",2133.25,0.0,453.27,2133.25
593,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",424.0,253.0,253.0,424.0
594,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,0.0,1261.99,2068.5
595,1,93980461,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316""",2068.5,0.0,1261.99,2068.5
596,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,0.0,1067.99,4928.4
597,2,54020219,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316""",2464.2,1130.54,1130.54,4928.4
598,3,TUA00131,"TUB INOX 1/2""Øx90CMS U 25KW 440V TAPON 2",4580.0,2061.24,2061.24,13740.0
599,1,RP00193,REAPARACION DE HORNO 1800W 120V,2325.34,518.74,518.74,2325.34
600,1,TUE00353,"TUB INOX 5/16""ØX15CMØ 1200W127V PARR/90°",564.1,60.64,60.64,564.1
601,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",1615.0,685.68,685.68,6460.0
602,1,TUE00354,"TUB INOX 1/4""ØX455MM 1560W127V M ES/PLAC",1451.65,295.91,295.91,1451.65
603,2,PJ000GH1A000,"TER J OJILLO 3/16""Ø EXT 5MT MALLA ZAP",572.0,0.0,206.11,1144.0
604,2,PJ000GJ1A000,"TER J OJILLO 3/16""Ø EXT 10MT MALLA ZAP",812.0,0.0,363.09,1624.0
605,2,PT00084,PT-100 6MMØX110MM EXT15MTS TEFLON/ZAP,1548.0,0.0,599.82,3096.0
606,8,PT00010,"PT-100 DE Ø 3/16 X4"" DE LONG. 80 CM",622.0,0.0,83.98,4976.0
607,5,TUA00127,"TUB INOX 7/16""Øx500mm U 3000W 220V BU5/8",986.0,0.0,236.74,4930.0
608,8,TUA00321,"TUB INOX 5/16""ØX142MM ""J"" 1000W120V SAND",1133.0,279.88,279.88,9064.0
609,2,MR01934,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN",938.53,165.95,165.95,1877.06
610,3,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,150.86,42.79,42.79,452.58
611,1,RP00002,REPARACION HORNO 1500W 120V,474.14,0.0,4434.97,474.14
612,4,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,806.14,806.14,12213.0
613,1,TUA00311,"TUB INOX 3/8""ØX186.5CM ""U"" 3000W220V CAP",1526.77,0.0,324.05,1526.77
614,6,TUE00068,"TUB INOX 7/16""ØX498MM 3000W220V M ESP/PL",1088.0,0.0,190.25,6528.0
615,60,CAS00080,CAS INOX 18.5MMØX205MM 950W 440V EXT30CM,1296.0,0.0,244.07,77760.0
616,1,TUS00090,"TUB INOX 3/8""ØX775MM 850W 120V RECTA TOR",689.0,170.19,170.19,689.0
617,20,TEA00058,"TER J 1/8""Øx115mm LONG EXT. DE 1220mm CL",578.0,181.72,181.72,11560.0
618,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0,253.0,385.0
619,15,70001694,CARTUCHO Ø 8 MM X340 MM 500W 220 V,407.0,0.0,101.07,6105.0
620,8,70001692,CARTUCHO Ø8MM X 260MM 500W 220V,543.0,0.0,113.69,4344.0
621,6,70001684,CARTUCHO Ø 10 MM X 460 MM 500W 220V,1365.0,115.41,115.41,8190.0
622,1,RP00198,FABRICACION TUB  J INOX 2000W 127V C/TE,1139.88,168.7,168.7,1139.88
623,10,CAS00034,"CART INOX 1/2""Øx16CMS 700W 120V CABLE 50",790.0,117.49,117.49,7900.0
624,2,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,210.0,77.57,77.57,420.0
625,28,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.35,0.0,335.46,24145.8
626,1,TEA00101,"TEA J 3/16""ØX12"" CONEC-5/16""ØX1"" EXT1MT",617.2,0.0,149.98,617.2
627,2,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",732.0,222.0,222.0,1464.0
628,2,TUS00122,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°",582.93,0.0,30.65,1165.86
629,3,TUS00122,"TUB INOX 5/16""ØX30CM 800W 240V U DOB90°",582.93,0.0,30.65,1748.79
630,1,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,265.08,97.49,97.49,265.08
631,2,CS58G1030A00,"CAS INOX 5/8""ØX3 1/2"" 300W 127V EXT30CM",592.5,0.0,114.65,1185.0
632,3,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",642.0,321.87,321.87,1926.0
633,2,BP00264,BAN P INOX 80MMØX255MM 450W 220V T/TOR,994.4,0.0,104.4,1988.8
634,2,CAS00043,"CART INOX 1/2""Øx3"" 250W 230V CABLE STD",632.5,0.0,65.47,1265.0
635,6,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,287.63,287.63,5880.0
636,4,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,0.0,471.48,4522.0
637,2,MR8-250-11-13,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,0.0,160.02,1680.0
638,4,TUA00449,"TUB INOX 5/16""ØX25CM 1000W127V 1""NPTCAJA",1842.5,0.0,710.13,7370.0
639,2,TUA00450,"TUB INOX 5/16""ØX25CM 250OW127V 1""NPTCAJA",1914.5,0.0,736.2,3829.0
640,10,TUA00049,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1239.3,0.0,244.63,12393.0
641,8,CBE00012,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1047.0,0.0,213.38,8376.0
642,5,CBE00040,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",965.0,0.0,213.77,4825.0
643,2,TK00065,"TER K 1/4""ØX3/4"" TORNILLO/LOCO EXT.80CM",516.0,0.0,62.28,1032.0
644,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,453.24,171.87,171.87,453.24
645,5,47980075,TUBULAR 11mmØx850mm 6kW 500V 6pz,7612.73,0.0,1952.03,38063.65
646,16,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,0.0,295.95,15680.0
647,6,CAS00079,CAS INOX 12MMØX230MM 950W440V EXT.30CM,910.0,0.0,62.4,5460.0
648,1,TUE00101,"TUB COBRE 5/16""Øx250mm CLIP 2600W 110VTA",1140.86,407.85,407.85,1140.86
649,4,AK00012,"AK DOBLE 3/16""ØX530MM PLACA-CER4POLOS",750.0,0.0,116.78,3000.0
650,2,TUA00445,"TUB INOX 5/16""ØX23CM 500W127V CLIP 11/4""",2105.3,848.3,848.3,4210.6
651,1,CBE00039,"CBE INOX 1/2""ØX120MM 110W115V EX50CM CON",775.6,208.61,208.61,775.6
652,2,TJ00091,TER J 4MMØX65MM EXT1M MALLA INOX TRAN6MM,400.64,0.0,59.77,801.28
653,2,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,1999.81
654,36,TUE00146,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO,1450.0,266.04,266.04,52200.0
655,1,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,3900.52,3900.52,12500.0
656,2,BN00256,BAN A/COMUN 165MMØX89MM 1200W440V C/STD,644.0,79.79,79.79,1288.0
657,2,BN00257,BAN A/COMUN 258MMØX35MM 1000W440V T/TOR,570.8,83.72,83.72,1141.6
658,1,BP00263,BAN P A/COMUN 185MMX245MM 1200W440V T/TO,605.4,80.09,80.09,605.4
659,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",425.0,253.0,253.0,425.0
660,1,RP00201,REPARACION DE TERMINAL DE RESISTENCIA,563.5,55.83,55.83,563.5
661,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",424.0,253.0,253.0,424.0
662,12,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,0.0,332.9,9900.0
663,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,999.91
664,1,RP00202,REPARACION DE P/SERIGRAFIA  1800W 110V,739.66,7.6,7.6,739.66
665,10,CS58P2120A01,"CAS INOX 5/8""ØX10"" 1200W 240V EXT1MT",936.45,206.22,206.22,9364.5
666,30,BOBINA001,BOBINA CAL.8 DSD C/TERMINALES EN INOX,1299.32,378.12,378.12,38979.6
667,1,TUA00444,"TUB INOX 7/16""ØX36CM 6000W 240V PLAC/CUE",3668.0,602.39,602.39,3668.0
668,2,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.53,68.34,68.34,1625.06
669,4,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,135.69,135.69,1940.0
670,4,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",375.0,54.8,54.8,1500.0
671,4,TP0006,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,301.5,432.0,432.0,1206.0
672,1,RP00203,REPARACION HORNO 15KW 440V TOTAL,32582.18,0.0,199335.56,32582.18
673,2,TUE00362,"TUB INOX 5/16""ØX15CM 537W 127V PARR/90°",564.1,0.0,47.7,1128.2
674,2,TEE00027,"TER J 1/4""ØX12"" CAB/MAR TERM-3/4""NPT",2218.0,717.66,717.66,4436.0
675,1,TU5/16X230MM,"TUBULAR  J"" 5/16"" 230MM 4500W 220V""",999.91,200.3,200.3,999.91
676,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,94.5,42.79,42.79,94.5
677,1,TUA00438,"TUB INOX 3/8""ØX35CM 3200W240V J TAP11/2""",1697.71,562.77,562.77,1697.71
678,2,TUA00439,"TUB INOX 1/2""ØX65.8CM 4500W260V M C/TJ",2025.2,0.0,483.67,4050.4
679,4,TUS00005,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V""",799.1,174.94,174.94,3196.4
680,3,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",642.0,321.87,321.87,1926.0
681,6,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,89.98,89.98,9270.0
682,1,TUE00363,"TUB INOX 7/16""ØX50CM 18KW220V ""J"" ESP/PL",3026.6,0.0,752.71,3026.6
683,3,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",812.53,0.0,111.07,2437.59
684,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",385.0,253.0,253.0,385.0
685,2,BO00064,BOB 8020 CAL.26 5MMØX70CM 30W 127V GAZA,655.0,7.2,7.2,1310.0
686,10,BO00062,BOB 8020 5.5MMØX750MM 1500W115V GAZ40,504.5,43.24,43.24,5045.0
687,12,CBS00098,CBS INOX 8MMØX265MM 500W 220V EXT.1MT,596.6,0.0,120.27,7159.2
688,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",510.0,135.69,135.69,510.0
689,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,355.29,355.29,29506.0
690,2,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1465.29,1465.29,7460.0
691,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",245.0,92.33,92.33,245.0
692,1,TUA00446,"TUB INOX 5/16""ØX32CM 1250W 127V ""M"" BUSH",1410.0,227.74,227.74,1410.0
693,2,CAS00068,"CAS INOX 3/4""ØX12"" 4000W 260V EXT12"" FV",828.97,65.63,65.63,1657.94
694,2,CAS00069,"CAS INOX 3/4""ØX24"" 2700W 220V EXT.12"" FV",1049.3,654.97,654.97,2098.6
695,2,CAS00070,"CAS INOX 3/4""ØX85MM 500W 240V EXT.12"" FV",631.84,23.77,23.77,1263.68
