,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA
1160,1,BP00273,BAN P INOX 120MMX47.5MMX23MM 250W 240V T,588.0,0.0,39.85,588.0
1161,10,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45,131.45,7921.1
1162,10,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63,137.63,7987.9
1163,1,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,203.69,203.69,984.15
1164,1,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29,126.29,699.47
1165,3,TUS00001,"TUB RECTA 1/2øX800mm 950W 140V""",705.5,127.62,127.62,2116.5
1166,6,TUA00021,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA""",2895.47,1119.39,1119.39,17372.82
1167,1,TU5/16X203V240W,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1""",670.69,331.33,331.33,670.69
1168,1,TUE00386,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL",1466.21,379.55,379.55,1466.21
1169,6,CAS00073,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT,1026.8,82.34,82.34,6160.8
1170,6,CAS00074,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M,1165.0,245.96,245.96,6990.0
1171,1,RP00222,REPARACION DE TERMINALES DE CARTUCHO,485.0,67.84,67.84,485.0
1172,2,TUA00057,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2""",5765.49,2496.65,2496.65,11530.98
1173,11,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,982.4,982.4,42790.0
1174,5,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,130.12,130.12,3600.0
1175,6,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,78.68,78.68,1170.0
1176,1,TEA00107,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84,414.84,1018.0
1177,2,TEA00107,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR",1018.0,414.84,414.84,2036.0
1178,1,BN00269,BAN INOX 225MMØX39MM 400W 127V EXT30CM,906.05,117.24,117.24,906.05
1179,1,TP0015,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8""",609.84,173.0,173.0,609.84
1180,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",813.1,222.0,222.0,813.1
1181,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",353.45,57.6,57.6,353.45
1182,2,TUA00063,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING",925.0,218.33,218.33,1850.0
1183,1,BO00067,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA,805.5,57.07,57.07,805.5
1184,8,CS12C1025A00,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",553.0,0.0,96.96,4424.0
1185,5,MR8-250-11-13,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM,840.0,0.0,160.02,4200.0
1186,2,TUA00463,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62,1931.62,9538.0
1187,3,CS12G1040A00,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM",565.4,90.42,90.42,1696.2
1188,12,CBE00012,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC",1219.74,251.37,251.37,14636.88
1189,6,CBE00040,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL",1022.67,213.77,213.77,6136.02
1190,10,TUA00049,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG""",1386.16,291.33,291.33,13861.6
1191,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",790.0,89.76,89.76,790.0
1192,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",790.0,72.34,72.34,790.0
1193,1,BP00274,BAN P INOX 168MMX88MM 300W 240V EXT50CM,852.0,150.44,150.44,852.0
1194,1,BP00275,BAN P INOX 115MMX93MM 300W 240V EXT50CM,755.0,53.71,53.71,755.0
1195,1,BP00276,BAN P INOX 178MMX110MMX150MM 500W240V,852.0,108.81,108.81,852.0
1196,3,BC00010,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ",2400.0,472.22,472.22,7200.0
1197,1,TEA00108,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT",620.2,170.55,170.55,620.2
1198,2,TUA00480,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT",1642.35,0.0,463.36,3284.7
1199,1,TUA00479,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC",8121.2,0.0,3280.08,8121.2
1200,1,TEA00110,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4""",742.45,166.83,166.83,742.45
1201,1,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2,93.2,1208.25
1202,1,TUE00258,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR",1208.25,93.2,93.2,1208.25
1203,8,BC00030,BC INOX 137MMØX100MM 1800W 240V BLOCK,2529.4,663.12,663.12,20235.2
1204,4,BP00277,BAN P INOX 45MMX200MM 350W 240V EXT30CM,608.36,0.0,44.13,2433.44
1205,4,BP00278,BAN P INOX 70MMX122MM 350W 240V EXT30CM,636.38,0.0,42.57,2545.52
1206,2,BN00270,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO",1070.6,0.0,175.33,2141.2
1207,4,BB2X2ST,"BOQUILLA 2X2""  350W 240V""",462.0,300.0,300.0,1848.0
1208,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2,48.2,250.0
1209,2,CS14K2040A00,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM",545.0,0.0,38.42,1090.0
1210,2,CS14L2040A00,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM",585.0,53.33,53.33,1170.0
1211,2,TP0006,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT,488.0,126.71,126.71,976.0
1212,6,CAS00087,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI",1098.74,235.35,235.35,6592.44
1213,1,CAS00088,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM",1177.25,277.2,277.2,1177.25
1214,1,TEA00109,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø",601.5,145.23,145.23,601.5
1215,1,BL00061,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV,5901.45,1047.18,1047.18,5901.45
1216,2,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,265.64,265.64,1383.4
1217,4,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2,205.2,2084.16
1218,4,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68,125.68,1401.64
1219,2,PJ31C1C1B000,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN",378.26,99.22,99.22,756.52
1220,20,EE00071,FAB RESISTENCIA DSD CAL.12 X40CMX10CM,132.06,0.0,21.33,2641.2
1221,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,78.68,78.68,155.0
1222,1,TUA00463,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ",4769.0,1931.62,1931.62,4769.0
1223,1,RP00227,REP. DE ELEMENTO TK CAL.20X36.5XCM,745.69,78.38,78.38,745.69
1224,1,TUA00481,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12,332.12,1089.35
1225,1,TUA00481,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH",1089.35,332.12,332.12,1089.35
1226,4,EE00063,FABRICACIÓN ESPECIAL 1300W 115V,18869.0,1721.28,1721.28,75476.0
1227,1,TUS00048,"TUB INOX. 5/16""Øx320mm 750W, 120V. U",768.5,63.09,63.09,768.5
1228,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,310.0
1229,2,TUS00113,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP",623.37,69.55,69.55,1246.74
1230,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,153.25,62.95,62.95,153.25
1231,2,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.68,265.64,265.64,1383.36
1232,1,PJ18D2E1A410,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR",429.25,81.99,81.99,429.25
1233,6,TUA00482,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH",986.0,0.0,235.75,5916.0
1234,4,CM10I2040A00,CAM INOX 10MMØX16CM 400W240V RECT EX30CM,545.0,63.37,63.37,2180.0
1235,1,P25601AB0600,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI",1075.31,521.55,521.55,1075.31
1236,15,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,175.31,76.08,76.08,2629.65
1237,3,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,611.8,211.36,211.36,1835.4
1238,1,EE00075,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS",9499.6,0.0,544.48,9499.6
1239,1,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,155.0
1240,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.0,48.2,48.2,120.0
1241,6,CS12N1050A00,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM",753.5,127.11,127.11,4521.0
1242,2,CS58O2050A00,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM",812.93,0.0,145.02,1625.86
1243,1,RP00225,REPARACION DE TANQUE DE BAÑO MARIA 127V,1364.0,0.0,0.0,1364.0
1244,4,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,62.95,62.95,620.0
1245,10,CAS00083,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT,792.11,131.45,131.45,7921.1
1246,7,CAS00084,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT,798.79,137.63,137.63,5591.53
1247,25,CAS00085,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT,984.15,0.0,203.69,24603.75
1248,1,CAS00086,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT,699.47,126.29,126.29,699.47
1249,4,TUS00016,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U",669.55,98.82,98.82,2678.2
1250,4,TUS00017,"TUB INOX 5/16""x625mm 950W 220V U",669.55,112.34,112.34,2678.2
1251,6,TUS00018,"TUB INOX. 5/16 Øx625mm 850W,220V U",669.55,99.83,99.83,4017.3
1252,2,BO00066,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127,2481.59,0.0,0.0,4963.18
1253,1,RP00192,REPARACION DE HORNO LINDBERG/BLUE M,17450.0,0.2,0.2,17450.0
1254,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,51.36,51.36,310.0
1255,2,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,68.2,68.2,380.0
1256,2,TEE00017,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA",2566.15,1164.2,1164.2,5132.3
1257,4,TUA00484,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA",2042.41,0.0,663.74,8169.64
1258,1,TUE00384,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE",486.0,18.45,18.45,486.0
1259,2,TUA00483,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH",1532.05,339.91,339.91,3064.1
1260,3,EE00077,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0,442.5,14430.0
1261,11,CBS00001,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,676.87,676.87,19801.98
1262,1,BB1 1/2X1/2-300W,"BOQUILLA 11/2X1""1/2"" 300W 240V""",462.0,278.0,278.0,462.0
1263,1,TP0025,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT""",325.0,96.83,96.83,325.0
1264,1,BP00259,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM",635.97,89.76,89.76,635.97
1265,1,BP00260,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC",730.17,72.34,72.34,730.17
1266,1,PJ14R1B40A00,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM",439.66,420.67,420.67,439.66
1267,4,TUA00175,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V",2359.7,401.65,401.65,9438.8
1268,2,ECQ-00971,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz",976.0,385.09,385.09,1952.0
1269,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,316.19,316.19,29506.0
1270,1,P231E1AB0600,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR",900.0,0.0,0.0,900.0
1271,1,P231J1AB0600,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR",945.0,518.43,518.43,945.0
1272,12,CBS00092,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,2914.4,469.53,931.02,17486.4
1273,3,BL00062,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD,951.04,208.88,208.88,2853.12
1274,5,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,120.0,0.0,67.57,600.0
1275,3,TUE00387,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL",1086.48,67.56,67.56,3259.44
1276,2,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6,57.6,630.0
1277,2,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,0.0,4604.19,25000.0
1278,1,TUA00486,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°",1417.1,0.0,408.31,1417.1
1279,6,RPISTOLA01,PISTOLA DE AIRE 3500W 220V,720.0,129.7,129.7,4320.0
1280,2,BP00279,BAN P 38MMX105CM 1000W 240V T/TOR C/TK,863.14,257.11,257.11,1726.28
1281,5,TU5/16X203V,"TUBULAR U"" 5/16"" 203MM 1500W 127V""",650.0,325.78,325.78,3250.0
1282,5,TUA00436,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT",825.0,332.9,332.9,4125.0
1283,1,TUS00128,"TUB INOX 1/4""ØX260CM 500W 240V RECTA TOR",610.0,197.83,197.83,610.0
1284,1,TUS00129,"TUB INOX 1/4""ØX235CM 500W 240V RECTA TOR",610.0,178.15,178.15,610.0
1285,1,TUS00130,"TUB INOX 1/4""ØX225CM 500W 240V RECTA TOR",610.0,171.15,171.15,610.0
1286,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,120.13,48.2,48.2,120.13
1287,1,TP0024,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 1 MT""",165.51,48.1,48.1,165.51
1288,1,EE00022,PLACAS DE FIBRA CERAMICA BARRENADAS,27808.0,0.0,654.34,27808.0
1289,2,TK00028,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE",519.0,78.24,78.24,1038.0
1290,2,RP00223,REPARACION DE BOBINA 1800W 240V,993.12,42.65,42.65,1986.24
1291,6,TUE00388,"TUB INOX 7/16""ØX34CM 3200W 220V ""M"" BUSH",1366.13,394.88,394.88,8196.78
1292,6,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,0.0,89.98,9270.0
1293,3,TUE00122,"TUB INOX 5/16""Øx132MM 1000W 230V ESP/CAB",983.0,129.28,129.28,2949.0
1294,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,435.72,153.85,153.85,435.72
1295,10,CAS00089,"CAS 1/2""ØX17"" 1800W 480V EXT.15CM",1699.0,0.0,251.47,16990.0
1296,1,RP00165,REPARACION DE BATIDOR 16.6KW 440V,14000.0,0.0,277.5,14000.0
1297,1,TUE00389,"TUB INOX 1/4""ØX28CM 15KW 240V CLIP BUS/P",6591.1,1541.46,1541.46,6591.1
1298,1,TJ00037,"TER J 3/16""Øx1 1/2"" EXT 15 MTS.",1289.0,519.45,519.45,1289.0
1299,2,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,862.5,331.49,331.49,1725.0
1300,1,TP0040,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT,462.0,153.85,153.85,462.0
1301,1,TUA00485,"TUB INOX 7/16""ØX44.5CM 3000W127V ""U"" BUS",1223.38,264.62,264.62,1223.38
1302,3,TUA00098,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO",1045.31,199.05,199.05,3135.93
1303,3,TUA00468,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS",1270.84,0.0,330.66,3812.52
1304,2,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,669.0,97.49,97.49,1338.0
1305,2,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2,48.2,250.0
1306,2,TP0002,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT,155.0,63.31,63.31,310.0
1307,1,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,190.0,65.16,65.16,190.0
1308,5,TJ00095,"TER J 3/16""ØX223MM EXT1MT DOBLEZ A  90°",561.7,0.0,61.77,2808.5
1309,5,TJ00096,"TER J 3/16""ØX120MM EXT1MT DOBLEZ A  90°",542.65,0.0,51.49,2713.25
1310,10,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,4850.0
1311,2,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6,57.6,630.0
1312,8,CBS00019,"CBS 5/16""ØX21.1/4"" LON 500W,230V EXT1.5M",1056.55,336.58,336.58,8452.4
1313,1,TUA00191,"TUB INOX. 7/16""Øx700mm U 10KW 440V U TAP",2665.0,1318.1,1318.1,2665.0
1314,2,TP0022,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 10 MT,717.87,331.49,331.49,1435.74
1315,2,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,691.7,186.16,186.16,1383.4
1316,2,TP0009,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT,521.04,205.2,205.2,1042.08
1317,4,TP0010,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT,350.41,125.68,125.68,1401.64
1318,4,TUE00391,"TUB INOX 5/16""ØX2 1/2""Ø 350W 260V EXT 1M",3788.69,0.0,120.76,15154.76
1319,1,TP0001,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT,125.0,48.2,48.2,125.0
1320,5,TEE00012,"TE ""K"" TIPO LANZA 1/2""Ø X 1331MMC/PLICA",9981.1,485.13,1044.55,24952.75
1321,1,BN00271,BAN INOX 87MMØX35MM 500W 240V C/ALLEN,958.3,157.64,157.64,958.3
1322,1,RP00228,REAPARCION DE SELLADORA,802.0,63.9,63.9,802.0
1323,1,TUA00487,"TUB INOX 5/16""ØX295MM 12KW 240V CLIP/PLA",5309.11,1292.27,1292.27,5309.11
1324,2,TUE00390,"TUB INOX 5/16""ØX130MMØ 400W127V CIRCULAR",696.0,30.45,30.45,1392.0
1325,8,P114Q1H90412,"PT-100 1/4""ØX1/2"" EXT.5MT BOY-2G 3 HILOS",1801.38,996.4,996.4,7205.52
1326,4,P251L1J1B000,"PT-100 5/16""ØX45CM EXT 10MT MALLA/RESO",2360.0,0.0,961.36,9440.0
1327,20,CBS00001,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55""",1800.18,0.0,592.18,36003.6
1328,6,BS00006,BP S/BLINDA 300MMX698MM 2500W 230V 18BA,3890.0,936.33,936.33,23340.0
1329,6,BS00008,BP S/BLINDA 300MMX698MM 2000W 230V 18BA,3890.0,0.0,1133.81,23340.0
1330,10,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,195.0,0.0,88.63,1950.0
1331,2,BB00103,BB INOX 34MMØX40MM 100W 127V STD C/TJ,728.43,0.0,168.53,1456.86
1332,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,301.31,301.31,29506.0
1333,1,TUE00195,"TUB INOX. 5/16"" Øx2085mm ESP 1900W 230V",1318.7,919.68,919.68,1318.7
1334,1,CBS00106,CBS INOX 14MMØX89CM 2000W240V EXT30CM,1009.65,286.34,286.34,1009.65
1335,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",827.59,227.18,227.18,827.59
1336,1,CAE00046,CAM INOX 16MMØX165MM 1000W 240V EXT30CM,873.75,137.33,137.33,873.75
1337,1,CM16I2090A00,CAM INOX 16MMØX160MM 900W 240V EXT.30CM,735.0,139.65,139.65,735.0
1338,6,TUA00258,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT",2177.5,280.14,280.14,13065.0
1339,6,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,1545.0,89.98,89.98,9270.0
1340,1,TUE00142,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,448.24,448.24,2220.7
1341,2,TUA00490,"TUB INOX 7/16""ØX50CM 4500W440V ""U"" 2""NPT",3643.7,0.0,0.0,7287.4
1342,9,TUA00491,"TUB INOX 7/16""ØX63CM 2250W 440V ALETA/BU",1512.12,0.0,0.0,13609.08
1343,1,BN00272,"BAN INOX 7""ØX3"" 2200W 220V CLAV/ALLEN",1800.69,328.36,328.36,1800.69
1344,1,BB00102,BB INOX 38MMØX76MM 300W 120V C/TJ,1158.51,78.25,78.25,1158.51
1345,8,CAS00044,"CART INOX 1/2"" Øx4"" 500W 120V CABLE 25CM",909.56,0.0,253.9,7276.48
1346,4,CAE00045,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA",955.38,158.36,158.36,3821.52
1347,8,CS12C1025A00,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM",710.0,96.96,96.96,5680.0
1348,1,TUE00166,"TUB INOX 5/16""Øx695mm ESP 650W 120V",1385.5,140.88,140.88,1385.5
1349,10,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39,21.39,1230.0
1350,6,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,301.12,301.12,5880.0
1351,9,47980249,"TUB ALET U 5/16""ØX470MM 1000W 440V BUS/L",980.0,299.53,299.53,8820.0
1352,1,47980626,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V",1130.5,499.2,499.2,1130.5
1353,3,TP0003,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT,155.0,79.01,79.01,465.0
1354,6,TEA00095,"TEA J 1/4""ØX70CM EXT50CM TORM8/LOCO CLAV",620.35,0.0,127.06,3722.1
1355,1,RP00229,REPARACION DE HORNO 1500W 127V,13688.0,0.0,0.0,13688.0
1356,1,TUE00142,"TUB INOX1/4""Øx230mm U 4050W 220V PLAQUIT",2220.7,293.13,293.13,2220.7
1357,1,CAE00047,"CAS INOX 1/2""ØX13CM 250W 220V CON-1/2""",1121.7,0.0,291.13,1121.7
1358,1,TUE00392,"TUB INOX 5/16""ØX172MM 1650W120V CIRCULAR",1302.15,0.0,196.44,1302.15
1359,2,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,970.0
1360,1,BO00005,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78,1734.88,1734.88,18482.78
1361,25,CBS00092,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM,1457.2,0.0,461.49,36430.0
1362,10,ABRAZA01,ABRAZADERA INOX PARA AJUSTE 2 pz c/u,123.0,21.39,21.39,1230.0
1363,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,466.2,466.2,8224.8
1364,1,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6,57.6,315.0
1365,20,ECQ-00972,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V""",1475.3,315.59,315.59,29506.0
1366,10,TEA00006,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT",355.0,119.05,119.05,3550.0
1367,3,TUS00131,"TUB INOX 7/16""ØX280CM 2000W 240V RECTA",1385.9,0.0,0.0,4157.7
1368,10,TEA00111,"TEA K 5/8""ØX30CMX51CM C/MARINA 90° ""L""",1613.26,668.13,668.13,16132.6
1369,4,TUS00052,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP",420.0,37.65,37.65,1680.0
1370,2,TUA00401,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH",1166.63,0.0,360.2,2333.26
1371,2,TUE00206,"TUB INOX 5/16""Øx930mm 1000W 127V CAPUCHO",576.65,0.0,366.62,1153.3
1372,1,TP0011,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8""",485.0,144.4,144.4,485.0
1373,3,TP0012,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14""",315.0,57.6,57.6,945.0
1374,1,TUA00489,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5,0.0,0.0,3045.5
1375,1,TU5/16X870J127V,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY",689.63,227.18,227.18,689.63
1376,4,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",3416.0,222.14,222.14,6832.0
1377,1,TP0016,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8""",815.0,222.0,222.0,815.0
1378,3,TUA00488,"TUB INOX 3/8""ØX400MM 1800W230V ""M"" ALE/B",1449.3,454.72,454.72,4347.9
1379,6,TP0005,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT,395.29,97.49,97.49,2371.74
1380,4,TP0004,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT,266.0,97.3,97.3,1064.0
1381,4,TP0008,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT,655.5,306.53,306.53,2622.0
1382,1,CBS00107,"CBS 5/8""ØX330MM 1000W 240V CON1/2"" NPT",1435.2,0.0,355.52,1435.2
1383,1,TUE00081,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC",2278.45,414.88,414.88,2278.45
1384,2,TUE00393,"TUB INOX 1/4""ØX178MM 750W 110V ESP/CABLE",1110.0,0.0,83.4,2220.0
1385,4,TUE00207,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA",2056.2,0.0,586.32,8224.8
1386,6,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,828.0,828.0,18319.5
1387,5,EE00077,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0,442.5,24050.0
